"CharacterId","SkillType","SkillLevel","EffectIndex","Key","TypeName","Value"
"106401000G","actionSkillValues","1","1","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","200"
"106401000G","actionSkillValues","1","1","ABNORMAL.DURATION","System.Single","5"
"106401000G","actionSkillValues","2","1","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","200"
"106401000G","actionSkillValues","2","1","ABNORMAL.DURATION","System.Single","5.9"
"106401000G","actionSkillValues","3","1","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","200"
"106401000G","actionSkillValues","3","1","ABNORMAL.DURATION","System.Single","6.8"
"106401000G","actionSkillValues","4","1","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","200"
"106401000G","actionSkillValues","4","1","ABNORMAL.DURATION","System.Single","7.7"
"106401000G","actionSkillValues","5","1","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","200"
"106401000G","actionSkillValues","5","1","ABNORMAL.DURATION","System.Single","8.6"
"106401000G","actionSkillValues","6","1","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","200"
"106401000G","actionSkillValues","6","1","ABNORMAL.DURATION","System.Single","8.8"
"106401000G","actionSkillValues","7","1","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","200"
"106401000G","actionSkillValues","7","1","ABNORMAL.DURATION","System.Single","9"
"106401000G","actionSkillValues","8","1","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","200"
"106401000G","actionSkillValues","8","1","ABNORMAL.DURATION","System.Single","9.2"
"106401000G","actionSkillValues","9","1","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","200"
"106401000G","actionSkillValues","9","1","ABNORMAL.DURATION","System.Single","9.4"
"106401000G","actionSkillValues","10","1","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","200"
"106401000G","actionSkillValues","10","1","ABNORMAL.DURATION","System.Single","10"
"106401000G","chainSkillValues","1","1","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","300"
"106401000G","chainSkillValues","1","1","ABNORMAL.DURATION","System.Single","5"
"106401000G","chainSkillValues","2","1","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","357"
"106401000G","chainSkillValues","2","1","ABNORMAL.DURATION","System.Single","5.9"
"106401000G","chainSkillValues","3","1","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","414"
"106401000G","chainSkillValues","3","1","ABNORMAL.DURATION","System.Single","6.8"
"106401000G","chainSkillValues","4","1","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","471"
"106401000G","chainSkillValues","4","1","ABNORMAL.DURATION","System.Single","7.7"
"106401000G","chainSkillValues","5","1","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","528"
"106401000G","chainSkillValues","5","1","ABNORMAL.DURATION","System.Single","8.6"
"106401000G","chainSkillValues","6","1","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","542"
"106401000G","chainSkillValues","6","1","ABNORMAL.DURATION","System.Single","8.8"
"106401000G","chainSkillValues","7","1","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","556"
"106401000G","chainSkillValues","7","1","ABNORMAL.DURATION","System.Single","9"
"106401000G","chainSkillValues","8","1","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","570"
"106401000G","chainSkillValues","8","1","ABNORMAL.DURATION","System.Single","9.2"
"106401000G","chainSkillValues","9","1","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","584"
"106401000G","chainSkillValues","9","1","ABNORMAL.DURATION","System.Single","9.4"
"106401000G","chainSkillValues","10","1","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","600"
"106401000G","chainSkillValues","10","1","ABNORMAL.DURATION","System.Single","10"
