"CharacterId","SkillType","SkillLevel","EffectIndex","Key","TypeName","Value"
"108801000G","actionSkillValues","1","1","CRITICALUP.FIXED_PERCENT","Project.ValuePermille","15"
"108801000G","actionSkillValues","1","1","CRITICALUP.DURATION","System.Single","15"
"108801000G","actionSkillValues","2","1","CRITICALUP.FIXED_PERCENT","Project.ValuePermille","15"
"108801000G","actionSkillValues","2","1","CRITICALUP.DURATION","System.Single","15"
"108801000G","actionSkillValues","3","1","CRITICALUP.FIXED_PERCENT","Project.ValuePermille","15"
"108801000G","actionSkillValues","3","1","CRITICALUP.DURATION","System.Single","15"
"108801000G","actionSkillValues","4","1","CRITICALUP.FIXED_PERCENT","Project.ValuePermille","15"
"108801000G","actionSkillValues","4","1","CRITICALUP.DURATION","System.Single","15"
"108801000G","actionSkillValues","5","1","CRITICALUP.FIXED_PERCENT","Project.ValuePermille","15"
"108801000G","actionSkillValues","5","1","CRITICALUP.DURATION","System.Single","15"
"108801000G","actionSkillValues","6","1","CRITICALUP.FIXED_PERCENT","Project.ValuePermille","15"
"108801000G","actionSkillValues","6","1","CRITICALUP.DURATION","System.Single","15"
"108801000G","actionSkillValues","7","1","CRITICALUP.FIXED_PERCENT","Project.ValuePermille","15"
"108801000G","actionSkillValues","7","1","CRITICALUP.DURATION","System.Single","15"
"108801000G","actionSkillValues","8","1","CRITICALUP.FIXED_PERCENT","Project.ValuePermille","15"
"108801000G","actionSkillValues","8","1","CRITICALUP.DURATION","System.Single","15"
"108801000G","actionSkillValues","9","1","CRITICALUP.FIXED_PERCENT","Project.ValuePermille","15"
"108801000G","actionSkillValues","9","1","CRITICALUP.DURATION","System.Single","15"
"108801000G","actionSkillValues","10","1","CRITICALUP.FIXED_PERCENT","Project.ValuePermille","15"
"108801000G","actionSkillValues","10","1","CRITICALUP.DURATION","System.Single","15"
"108801000G","chainSkillValues","1","1","CRITICALUP.FIXED_PERCENT","Project.ValuePermille","30"
"108801000G","chainSkillValues","1","1","CRITICALUP.DURATION","System.Single","15"
"108801000G","chainSkillValues","2","1","CRITICALUP.FIXED_PERCENT","Project.ValuePermille","30"
"108801000G","chainSkillValues","2","1","CRITICALUP.DURATION","System.Single","15"
"108801000G","chainSkillValues","3","1","CRITICALUP.FIXED_PERCENT","Project.ValuePermille","30"
"108801000G","chainSkillValues","3","1","CRITICALUP.DURATION","System.Single","15"
"108801000G","chainSkillValues","4","1","CRITICALUP.FIXED_PERCENT","Project.ValuePermille","30"
"108801000G","chainSkillValues","4","1","CRITICALUP.DURATION","System.Single","15"
"108801000G","chainSkillValues","5","1","CRITICALUP.FIXED_PERCENT","Project.ValuePermille","30"
"108801000G","chainSkillValues","5","1","CRITICALUP.DURATION","System.Single","15"
"108801000G","chainSkillValues","6","1","CRITICALUP.FIXED_PERCENT","Project.ValuePermille","30"
"108801000G","chainSkillValues","6","1","CRITICALUP.DURATION","System.Single","15"
"108801000G","chainSkillValues","7","1","CRITICALUP.FIXED_PERCENT","Project.ValuePermille","30"
"108801000G","chainSkillValues","7","1","CRITICALUP.DURATION","System.Single","15"
"108801000G","chainSkillValues","8","1","CRITICALUP.FIXED_PERCENT","Project.ValuePermille","30"
"108801000G","chainSkillValues","8","1","CRITICALUP.DURATION","System.Single","15"
"108801000G","chainSkillValues","9","1","CRITICALUP.FIXED_PERCENT","Project.ValuePermille","30"
"108801000G","chainSkillValues","9","1","CRITICALUP.DURATION","System.Single","15"
"108801000G","chainSkillValues","10","1","CRITICALUP.FIXED_PERCENT","Project.ValuePermille","30"
"108801000G","chainSkillValues","10","1","CRITICALUP.DURATION","System.Single","15"
