"CharacterId","SkillType","SkillLevel","EffectIndex","Key","TypeName","Value"
"108501000G","actionSkillValues","1","1","TARGET_COUNT","System.Int32","1"
"108501000G","actionSkillValues","1","1","PRJCTL.THROW_COUNT","System.Int32","1"
"108501000G","actionSkillValues","1","1","PRJCTL.TARGET_COUNT","System.Int32","1"
"108501000G","actionSkillValues","1","1","PRJCTL.THROW.TARGET_COUNT","System.Int32","1"
"108501000G","actionSkillValues","1","1","PRJCTL.THROW.DAMAGE.HIT_COUNT","System.Int32","1"
"108501000G","actionSkillValues","1","1","PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","0"
"108501000G","actionSkillValues","1","1","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","0"
"108501000G","actionSkillValues","1","1","PRJCTL.THROW.KNOCKBACK.STRENGTH","System.Int32","0"
"108501000G","actionSkillValues","2","1","TARGET_COUNT","System.Int32","1"
"108501000G","actionSkillValues","2","1","PRJCTL.THROW_COUNT","System.Int32","1"
"108501000G","actionSkillValues","2","1","PRJCTL.TARGET_COUNT","System.Int32","1"
"108501000G","actionSkillValues","2","1","PRJCTL.THROW.TARGET_COUNT","System.Int32","1"
"108501000G","actionSkillValues","2","1","PRJCTL.THROW.DAMAGE.HIT_COUNT","System.Int32","1"
"108501000G","actionSkillValues","2","1","PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","0"
"108501000G","actionSkillValues","2","1","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","0"
"108501000G","actionSkillValues","2","1","PRJCTL.THROW.KNOCKBACK.STRENGTH","System.Int32","0"
"108501000G","actionSkillValues","3","1","TARGET_COUNT","System.Int32","1"
"108501000G","actionSkillValues","3","1","PRJCTL.THROW_COUNT","System.Int32","1"
"108501000G","actionSkillValues","3","1","PRJCTL.TARGET_COUNT","System.Int32","1"
"108501000G","actionSkillValues","3","1","PRJCTL.THROW.TARGET_COUNT","System.Int32","1"
"108501000G","actionSkillValues","3","1","PRJCTL.THROW.DAMAGE.HIT_COUNT","System.Int32","1"
"108501000G","actionSkillValues","3","1","PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","0"
"108501000G","actionSkillValues","3","1","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","0"
"108501000G","actionSkillValues","3","1","PRJCTL.THROW.KNOCKBACK.STRENGTH","System.Int32","0"
"108501000G","actionSkillValues","4","1","TARGET_COUNT","System.Int32","1"
"108501000G","actionSkillValues","4","1","PRJCTL.THROW_COUNT","System.Int32","1"
"108501000G","actionSkillValues","4","1","PRJCTL.TARGET_COUNT","System.Int32","1"
"108501000G","actionSkillValues","4","1","PRJCTL.THROW.TARGET_COUNT","System.Int32","1"
"108501000G","actionSkillValues","4","1","PRJCTL.THROW.DAMAGE.HIT_COUNT","System.Int32","1"
"108501000G","actionSkillValues","4","1","PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","0"
"108501000G","actionSkillValues","4","1","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","0"
"108501000G","actionSkillValues","4","1","PRJCTL.THROW.KNOCKBACK.STRENGTH","System.Int32","0"
"108501000G","actionSkillValues","5","1","TARGET_COUNT","System.Int32","1"
"108501000G","actionSkillValues","5","1","PRJCTL.THROW_COUNT","System.Int32","1"
"108501000G","actionSkillValues","5","1","PRJCTL.TARGET_COUNT","System.Int32","1"
"108501000G","actionSkillValues","5","1","PRJCTL.THROW.TARGET_COUNT","System.Int32","1"
"108501000G","actionSkillValues","5","1","PRJCTL.THROW.DAMAGE.HIT_COUNT","System.Int32","1"
"108501000G","actionSkillValues","5","1","PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","0"
"108501000G","actionSkillValues","5","1","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","0"
"108501000G","actionSkillValues","5","1","PRJCTL.THROW.KNOCKBACK.STRENGTH","System.Int32","0"
"108501000G","actionSkillValues","6","1","TARGET_COUNT","System.Int32","1"
"108501000G","actionSkillValues","6","1","PRJCTL.THROW_COUNT","System.Int32","1"
"108501000G","actionSkillValues","6","1","PRJCTL.TARGET_COUNT","System.Int32","1"
"108501000G","actionSkillValues","6","1","PRJCTL.THROW.TARGET_COUNT","System.Int32","1"
"108501000G","actionSkillValues","6","1","PRJCTL.THROW.DAMAGE.HIT_COUNT","System.Int32","1"
"108501000G","actionSkillValues","6","1","PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","0"
"108501000G","actionSkillValues","6","1","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","0"
"108501000G","actionSkillValues","6","1","PRJCTL.THROW.KNOCKBACK.STRENGTH","System.Int32","0"
"108501000G","actionSkillValues","7","1","TARGET_COUNT","System.Int32","1"
"108501000G","actionSkillValues","7","1","PRJCTL.THROW_COUNT","System.Int32","1"
"108501000G","actionSkillValues","7","1","PRJCTL.TARGET_COUNT","System.Int32","1"
"108501000G","actionSkillValues","7","1","PRJCTL.THROW.TARGET_COUNT","System.Int32","1"
"108501000G","actionSkillValues","7","1","PRJCTL.THROW.DAMAGE.HIT_COUNT","System.Int32","1"
"108501000G","actionSkillValues","7","1","PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","0"
"108501000G","actionSkillValues","7","1","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","0"
"108501000G","actionSkillValues","7","1","PRJCTL.THROW.KNOCKBACK.STRENGTH","System.Int32","0"
"108501000G","actionSkillValues","8","1","TARGET_COUNT","System.Int32","1"
"108501000G","actionSkillValues","8","1","PRJCTL.THROW_COUNT","System.Int32","1"
"108501000G","actionSkillValues","8","1","PRJCTL.TARGET_COUNT","System.Int32","1"
"108501000G","actionSkillValues","8","1","PRJCTL.THROW.TARGET_COUNT","System.Int32","1"
"108501000G","actionSkillValues","8","1","PRJCTL.THROW.DAMAGE.HIT_COUNT","System.Int32","1"
"108501000G","actionSkillValues","8","1","PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","0"
