"CharacterId","SkillType","SkillLevel","EffectIndex","Key","TypeName","Value"
"101401000G","actionSkillValues","1","1","SKILLDAMAGEUP.RATE_PERCENT","Project.ValuePermille","200"
"101401000G","actionSkillValues","1","1","SKILLDAMAGEUP.DURATION","System.Single","30"
"101401000G","actionSkillValues","1","1","CRESTIMPACT.TARGET_COUNT","System.Int32","1"
"101401000G","actionSkillValues","2","1","SKILLDAMAGEUP.RATE_PERCENT","Project.ValuePermille","219"
"101401000G","actionSkillValues","2","1","SKILLDAMAGEUP.DURATION","System.Single","30"
"101401000G","actionSkillValues","2","1","CRESTIMPACT.TARGET_COUNT","System.Int32","1"
"101401000G","actionSkillValues","3","1","SKILLDAMAGEUP.RATE_PERCENT","Project.ValuePermille","238"
"101401000G","actionSkillValues","3","1","SKILLDAMAGEUP.DURATION","System.Single","30"
"101401000G","actionSkillValues","3","1","CRESTIMPACT.TARGET_COUNT","System.Int32","1"
"101401000G","actionSkillValues","4","1","SKILLDAMAGEUP.RATE_PERCENT","Project.ValuePermille","257"
"101401000G","actionSkillValues","4","1","SKILLDAMAGEUP.DURATION","System.Single","30"
"101401000G","actionSkillValues","4","1","CRESTIMPACT.TARGET_COUNT","System.Int32","1"
"101401000G","actionSkillValues","5","1","SKILLDAMAGEUP.RATE_PERCENT","Project.ValuePermille","262"
"101401000G","actionSkillValues","5","1","SKILLDAMAGEUP.DURATION","System.Single","30"
"101401000G","actionSkillValues","5","1","CRESTIMPACT.TARGET_COUNT","System.Int32","1"
"101401000G","actionSkillValues","6","1","SKILLDAMAGEUP.RATE_PERCENT","Project.ValuePermille","280"
"101401000G","actionSkillValues","6","1","SKILLDAMAGEUP.DURATION","System.Single","30"
"101401000G","actionSkillValues","6","1","CRESTIMPACT.TARGET_COUNT","System.Int32","1"
"101401000G","actionSkillValues","7","1","SKILLDAMAGEUP.RATE_PERCENT","Project.ValuePermille","284"
"101401000G","actionSkillValues","7","1","SKILLDAMAGEUP.DURATION","System.Single","30"
"101401000G","actionSkillValues","7","1","CRESTIMPACT.TARGET_COUNT","System.Int32","1"
"101401000G","actionSkillValues","8","1","SKILLDAMAGEUP.RATE_PERCENT","Project.ValuePermille","288"
"101401000G","actionSkillValues","8","1","SKILLDAMAGEUP.DURATION","System.Single","30"
"101401000G","actionSkillValues","8","1","CRESTIMPACT.TARGET_COUNT","System.Int32","1"
"101401000G","actionSkillValues","9","1","SKILLDAMAGEUP.RATE_PERCENT","Project.ValuePermille","292"
"101401000G","actionSkillValues","9","1","SKILLDAMAGEUP.DURATION","System.Single","30"
"101401000G","actionSkillValues","9","1","CRESTIMPACT.TARGET_COUNT","System.Int32","1"
"101401000G","actionSkillValues","10","1","SKILLDAMAGEUP.RATE_PERCENT","Project.ValuePermille","300"
"101401000G","actionSkillValues","10","1","SKILLDAMAGEUP.DURATION","System.Single","30"
"101401000G","actionSkillValues","10","1","CRESTIMPACT.TARGET_COUNT","System.Int32","1"
