"CharacterId","SkillType","SkillLevel","EffectIndex","Key","TypeName","Value"
"108101000G","actionSkillValues","1","1","DAMAGE.HIT_COUNT","System.Int32","1"
"108101000G","actionSkillValues","1","2","DAMAGE.HIT_COUNT","System.Int32","1"
"108101000G","actionSkillValues","1","3","DAMAGE.HIT_COUNT","System.Int32","1"
"108101000G","actionSkillValues","1","4","DAMAGE.HIT_COUNT","System.Int32","1"
"108101000G","actionSkillValues","1","5","DAMAGE.HIT_COUNT","System.Int32","1"
"108101000G","actionSkillValues","1","6","DAMAGE.HIT_COUNT","System.Int32","1"
"108101000G","actionSkillValues","1","1","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","0"
"108101000G","actionSkillValues","1","2","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","0"
"108101000G","actionSkillValues","1","3","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","0"
"108101000G","actionSkillValues","1","4","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","0"
"108101000G","actionSkillValues","1","5","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","0"
"108101000G","actionSkillValues","1","6","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","0"
"108101000G","actionSkillValues","1","1","DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","0"
"108101000G","actionSkillValues","1","1","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","1000"
"108101000G","actionSkillValues","1","1","ABNORMAL.DURATION","System.Single","15"
"108101000G","actionSkillValues","2","1","DAMAGE.HIT_COUNT","System.Int32","1"
"108101000G","actionSkillValues","2","2","DAMAGE.HIT_COUNT","System.Int32","1"
"108101000G","actionSkillValues","2","3","DAMAGE.HIT_COUNT","System.Int32","1"
"108101000G","actionSkillValues","2","4","DAMAGE.HIT_COUNT","System.Int32","1"
"108101000G","actionSkillValues","2","5","DAMAGE.HIT_COUNT","System.Int32","1"
"108101000G","actionSkillValues","2","6","DAMAGE.HIT_COUNT","System.Int32","1"
"108101000G","actionSkillValues","2","1","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","0"
"108101000G","actionSkillValues","2","2","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","0"
"108101000G","actionSkillValues","2","3","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","0"
"108101000G","actionSkillValues","2","4","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","0"
"108101000G","actionSkillValues","2","5","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","0"
"108101000G","actionSkillValues","2","6","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","0"
"108101000G","actionSkillValues","2","1","DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","0"
