"CharacterId","SkillType","SkillLevel","EffectIndex","Key","TypeName","Value"
"101301000G","actionSkillValues","1","1","PRJCTL.THROW_COUNT","System.Int32","1"
"101301000G","actionSkillValues","1","2","PRJCTL.THROW_COUNT","System.Int32","1"
"101301000G","actionSkillValues","1","3","PRJCTL.THROW_COUNT","System.Int32","1"
"101301000G","actionSkillValues","1","4","PRJCTL.THROW_COUNT","System.Int32","1"
"101301000G","actionSkillValues","1","5","PRJCTL.THROW_COUNT","System.Int32","1"
"101301000G","actionSkillValues","1","6","PRJCTL.THROW_COUNT","System.Int32","1"
"101301000G","actionSkillValues","1","1","PRJCTL.LAND.TARGET_COUNT","System.Int32","1"
"101301000G","actionSkillValues","1","1","PRJCTL.LAND.DAMAGE.HIT_COUNT","System.Int32","1"
"101301000G","actionSkillValues","1","1","PRJCTL.LAND.DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","50"
"101301000G","actionSkillValues","1","1","PRJCTL.LAND.DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","50"
"101301000G","actionSkillValues","1","1","PRJCTL.LAND.KNOCKBACK.STRENGTH","System.Int32","0"
"101301000G","actionSkillValues","1","1","PRJCTL.LAND.ATTACKDOWN.RATE_PERCENT","Project.ValuePermille","125"
"101301000G","actionSkillValues","1","1","PRJCTL.LAND.ATTACKDOWN.DURATION","System.Single","15"
"101301000G","actionSkillValues","2","1","PRJCTL.THROW_COUNT","System.Int32","1"
"101301000G","actionSkillValues","2","2","PRJCTL.THROW_COUNT","System.Int32","1"
"101301000G","actionSkillValues","2","3","PRJCTL.THROW_COUNT","System.Int32","1"
"101301000G","actionSkillValues","2","4","PRJCTL.THROW_COUNT","System.Int32","1"
"101301000G","actionSkillValues","2","5","PRJCTL.THROW_COUNT","System.Int32","1"
"101301000G","actionSkillValues","2","6","PRJCTL.THROW_COUNT","System.Int32","1"
"101301000G","actionSkillValues","2","1","PRJCTL.LAND.TARGET_COUNT","System.Int32","1"
"101301000G","actionSkillValues","2","1","PRJCTL.LAND.DAMAGE.HIT_COUNT","System.Int32","1"
"101301000G","actionSkillValues","2","1","PRJCTL.LAND.DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","59.5"
"101301000G","actionSkillValues","2","1","PRJCTL.LAND.DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","59.5"
