"CharacterId","SkillType","SkillLevel","EffectIndex","Key","TypeName","Value"
"100801000G","actionSkillValues","1","1","PRJCTL.THROW_COUNT","System.Int32","1"
"100801000G","actionSkillValues","1","1","PRJCTL.TARGET_COUNT","System.Int32","1"
"100801000G","actionSkillValues","1","1","PRJCTL.LAND.TARGET_COUNT","System.Int32","1"
"100801000G","actionSkillValues","1","1","PRJCTL.LAND.DAMAGE.HIT_COUNT","System.Int32","1"
"100801000G","actionSkillValues","1","2","PRJCTL.LAND.DAMAGE.HIT_COUNT","System.Int32","1"
"100801000G","actionSkillValues","1","1","PRJCTL.LAND.DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","18.7"
"100801000G","actionSkillValues","1","2","PRJCTL.LAND.DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","56.3"
"100801000G","actionSkillValues","1","1","PRJCTL.LAND.DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","18.7"
"100801000G","actionSkillValues","1","1","PRJCTL.LAND.KNOCKBACK.STRENGTH","System.Int32","0"
"100801000G","actionSkillValues","1","2","PRJCTL.LAND.KNOCKBACK.STRENGTH","System.Int32","3"
"100801000G","actionSkillValues","1","1","PRJCTL.LAND.ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","500"
"100801000G","actionSkillValues","1","1","PRJCTL.LAND.ABNORMAL.DURATION","System.Single","7.5"
"100801000G","actionSkillValues","2","1","PRJCTL.THROW_COUNT","System.Int32","1"
"100801000G","actionSkillValues","2","1","PRJCTL.TARGET_COUNT","System.Int32","1"
"100801000G","actionSkillValues","2","1","PRJCTL.LAND.TARGET_COUNT","System.Int32","1"
"100801000G","actionSkillValues","2","1","PRJCTL.LAND.DAMAGE.HIT_COUNT","System.Int32","1"
"100801000G","actionSkillValues","2","2","PRJCTL.LAND.DAMAGE.HIT_COUNT","System.Int32","1"
"100801000G","actionSkillValues","2","1","PRJCTL.LAND.DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","22.3"
"100801000G","actionSkillValues","2","2","PRJCTL.LAND.DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","66.9"
"100801000G","actionSkillValues","2","1","PRJCTL.LAND.DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","22.3"
"100801000G","actionSkillValues","2","1","PRJCTL.LAND.KNOCKBACK.STRENGTH","System.Int32","0"
"100801000G","actionSkillValues","2","2","PRJCTL.LAND.KNOCKBACK.STRENGTH","System.Int32","3"
"100801000G","actionSkillValues","2","1","PRJCTL.LAND.ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","500"
"100801000G","actionSkillValues","2","1","PRJCTL.LAND.ABNORMAL.DURATION","System.Single","8.9"
"100801000G","actionSkillValues","3","1","PRJCTL.THROW_COUNT","System.Int32","1"
"100801000G","actionSkillValues","3","1","PRJCTL.TARGET_COUNT","System.Int32","1"
"100801000G","actionSkillValues","3","1","PRJCTL.LAND.TARGET_COUNT","System.Int32","1"
