"CharacterId","SkillType","SkillLevel","EffectIndex","Key","TypeName","Value"
"103201000G","actionSkillValues","1","1","PRJCTL.THROW_COUNT","System.Int32","1"
"103201000G","actionSkillValues","1","2","PRJCTL.THROW_COUNT","System.Int32","1"
"103201000G","actionSkillValues","1","1","PRJCTL.TARGET_COUNT","System.Int32","1"
"103201000G","actionSkillValues","1","2","PRJCTL.TARGET_COUNT","System.Int32","1"
"103201000G","actionSkillValues","1","1","PRJCTL.AOE.DAMAGE.HIT_COUNT","System.Int32","1"
"103201000G","actionSkillValues","1","1","PRJCTL.AOE.DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","20"
"103201000G","actionSkillValues","1","1","PRJCTL.AOE.DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","20"
"103201000G","actionSkillValues","1","1","PRJCTL.AOE.KNOCKBACK.STRENGTH","System.Int32","2"
"103201000G","actionSkillValues","2","1","PRJCTL.THROW_COUNT","System.Int32","1"
"103201000G","actionSkillValues","2","2","PRJCTL.THROW_COUNT","System.Int32","1"
"103201000G","actionSkillValues","2","1","PRJCTL.TARGET_COUNT","System.Int32","1"
"103201000G","actionSkillValues","2","2","PRJCTL.TARGET_COUNT","System.Int32","1"
"103201000G","actionSkillValues","2","1","PRJCTL.AOE.DAMAGE.HIT_COUNT","System.Int32","1"
"103201000G","actionSkillValues","2","1","PRJCTL.AOE.DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","23.8"
"103201000G","actionSkillValues","2","1","PRJCTL.AOE.DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","23.8"
"103201000G","actionSkillValues","2","1","PRJCTL.AOE.KNOCKBACK.STRENGTH","System.Int32","2"
"103201000G","actionSkillValues","3","1","PRJCTL.THROW_COUNT","System.Int32","1"
"103201000G","actionSkillValues","3","2","PRJCTL.THROW_COUNT","System.Int32","1"
"103201000G","actionSkillValues","3","1","PRJCTL.TARGET_COUNT","System.Int32","1"
"103201000G","actionSkillValues","3","2","PRJCTL.TARGET_COUNT","System.Int32","1"
"103201000G","actionSkillValues","3","1","PRJCTL.AOE.DAMAGE.HIT_COUNT","System.Int32","1"
"103201000G","actionSkillValues","3","1","PRJCTL.AOE.DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","27.6"
"103201000G","actionSkillValues","3","1","PRJCTL.AOE.DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","27.6"
"103201000G","actionSkillValues","3","1","PRJCTL.AOE.KNOCKBACK.STRENGTH","System.Int32","2"
"103201000G","actionSkillValues","4","1","PRJCTL.THROW_COUNT","System.Int32","1"
"103201000G","actionSkillValues","4","2","PRJCTL.THROW_COUNT","System.Int32","1"
"103201000G","actionSkillValues","4","1","PRJCTL.TARGET_COUNT","System.Int32","1"
"103201000G","actionSkillValues","4","2","PRJCTL.TARGET_COUNT","System.Int32","1"
"103201000G","actionSkillValues","4","1","PRJCTL.AOE.DAMAGE.HIT_COUNT","System.Int32","1"
"103201000G","actionSkillValues","4","1","PRJCTL.AOE.DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","31.4"
"103201000G","actionSkillValues","4","1","PRJCTL.AOE.DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","31.4"
"103201000G","actionSkillValues","4","1","PRJCTL.AOE.KNOCKBACK.STRENGTH","System.Int32","2"
"103201000G","actionSkillValues","5","1","PRJCTL.THROW_COUNT","System.Int32","1"
"103201000G","actionSkillValues","5","2","PRJCTL.THROW_COUNT","System.Int32","1"
"103201000G","actionSkillValues","5","1","PRJCTL.TARGET_COUNT","System.Int32","1"
"103201000G","actionSkillValues","5","2","PRJCTL.TARGET_COUNT","System.Int32","1"
"103201000G","actionSkillValues","5","1","PRJCTL.AOE.DAMAGE.HIT_COUNT","System.Int32","1"
"103201000G","actionSkillValues","5","1","PRJCTL.AOE.DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","35.2"
"103201000G","actionSkillValues","5","1","PRJCTL.AOE.DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","35.2"
"103201000G","actionSkillValues","5","1","PRJCTL.AOE.KNOCKBACK.STRENGTH","System.Int32","2"
"103201000G","actionSkillValues","6","1","PRJCTL.THROW_COUNT","System.Int32","1"
"103201000G","actionSkillValues","6","2","PRJCTL.THROW_COUNT","System.Int32","1"
"103201000G","actionSkillValues","6","1","PRJCTL.TARGET_COUNT","System.Int32","1"
"103201000G","actionSkillValues","6","2","PRJCTL.TARGET_COUNT","System.Int32","1"
"103201000G","actionSkillValues","6","1","PRJCTL.AOE.DAMAGE.HIT_COUNT","System.Int32","1"
"103201000G","actionSkillValues","6","1","PRJCTL.AOE.DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","36.1"
"103201000G","actionSkillValues","6","1","PRJCTL.AOE.DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","36.1"
"103201000G","actionSkillValues","6","1","PRJCTL.AOE.KNOCKBACK.STRENGTH","System.Int32","2"
"103201000G","actionSkillValues","7","1","PRJCTL.THROW_COUNT","System.Int32","1"
"103201000G","actionSkillValues","7","2","PRJCTL.THROW_COUNT","System.Int32","1"
"103201000G","actionSkillValues","7","1","PRJCTL.TARGET_COUNT","System.Int32","1"
"103201000G","actionSkillValues","7","2","PRJCTL.TARGET_COUNT","System.Int32","1"
"103201000G","actionSkillValues","7","1","PRJCTL.AOE.DAMAGE.HIT_COUNT","System.Int32","1"
"103201000G","actionSkillValues","7","1","PRJCTL.AOE.DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","37"
"103201000G","actionSkillValues","7","1","PRJCTL.AOE.DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","37"
"103201000G","actionSkillValues","7","1","PRJCTL.AOE.KNOCKBACK.STRENGTH","System.Int32","2"
"103201000G","actionSkillValues","8","1","PRJCTL.THROW_COUNT","System.Int32","1"
"103201000G","actionSkillValues","8","2","PRJCTL.THROW_COUNT","System.Int32","1"
"103201000G","actionSkillValues","8","1","PRJCTL.TARGET_COUNT","System.Int32","1"
"103201000G","actionSkillValues","8","2","PRJCTL.TARGET_COUNT","System.Int32","1"
"103201000G","actionSkillValues","8","1","PRJCTL.AOE.DAMAGE.HIT_COUNT","System.Int32","1"
"103201000G","actionSkillValues","8","1","PRJCTL.AOE.DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","37.9"
"103201000G","actionSkillValues","8","1","PRJCTL.AOE.DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","37.9"
"103201000G","actionSkillValues","8","1","PRJCTL.AOE.KNOCKBACK.STRENGTH","System.Int32","2"
"103201000G","actionSkillValues","9","1","PRJCTL.THROW_COUNT","System.Int32","1"
"103201000G","actionSkillValues","9","2","PRJCTL.THROW_COUNT","System.Int32","1"
"103201000G","actionSkillValues","9","1","PRJCTL.TARGET_COUNT","System.Int32","1"
"103201000G","actionSkillValues","9","2","PRJCTL.TARGET_COUNT","System.Int32","1"
"103201000G","actionSkillValues","9","1","PRJCTL.AOE.DAMAGE.HIT_COUNT","System.Int32","1"
"103201000G","actionSkillValues","9","1","PRJCTL.AOE.DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","38.8"
"103201000G","actionSkillValues","9","1","PRJCTL.AOE.DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","38.8"
"103201000G","actionSkillValues","9","1","PRJCTL.AOE.KNOCKBACK.STRENGTH","System.Int32","2"
"103201000G","actionSkillValues","10","1","PRJCTL.THROW_COUNT","System.Int32","1"
"103201000G","actionSkillValues","10","2","PRJCTL.THROW_COUNT","System.Int32","1"
"103201000G","actionSkillValues","10","1","PRJCTL.TARGET_COUNT","System.Int32","1"
"103201000G","actionSkillValues","10","2","PRJCTL.TARGET_COUNT","System.Int32","1"
