"CharacterId","SkillType","SkillLevel","EffectIndex","Key","TypeName","Value"
"102001000G","actionSkillValues","1","1","DAMAGE.HIT_COUNT","System.Int32","1"
"102001000G","actionSkillValues","1","2","DAMAGE.HIT_COUNT","System.Int32","1"
"102001000G","actionSkillValues","1","3","DAMAGE.HIT_COUNT","System.Int32","1"
"102001000G","actionSkillValues","1","4","DAMAGE.HIT_COUNT","System.Int32","1"
"102001000G","actionSkillValues","1","5","DAMAGE.HIT_COUNT","System.Int32","1"
"102001000G","actionSkillValues","1","1","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","11.2"
"102001000G","actionSkillValues","1","2","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","11.2"
"102001000G","actionSkillValues","1","3","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","11.2"
"102001000G","actionSkillValues","1","4","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","11.2"
"102001000G","actionSkillValues","1","5","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","45.2"
"102001000G","actionSkillValues","1","1","DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","11.2"
"102001000G","actionSkillValues","1","1","KNOCKBACK.STRENGTH","System.Int32","1"
"102001000G","actionSkillValues","1","2","KNOCKBACK.STRENGTH","System.Int32","2"
"102001000G","actionSkillValues","2","1","DAMAGE.HIT_COUNT","System.Int32","1"
"102001000G","actionSkillValues","2","2","DAMAGE.HIT_COUNT","System.Int32","1"
"102001000G","actionSkillValues","2","3","DAMAGE.HIT_COUNT","System.Int32","1"
"102001000G","actionSkillValues","2","4","DAMAGE.HIT_COUNT","System.Int32","1"
"102001000G","actionSkillValues","2","5","DAMAGE.HIT_COUNT","System.Int32","1"
"102001000G","actionSkillValues","2","1","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","12.7"
"102001000G","actionSkillValues","2","2","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","12.7"
"102001000G","actionSkillValues","2","3","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","12.7"
"102001000G","actionSkillValues","2","4","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","12.7"
"102001000G","actionSkillValues","2","5","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","51.3"
"102001000G","actionSkillValues","2","1","DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","12.7"
"102001000G","actionSkillValues","2","1","KNOCKBACK.STRENGTH","System.Int32","1"
"102001000G","actionSkillValues","2","2","KNOCKBACK.STRENGTH","System.Int32","2"
"102001000G","actionSkillValues","3","1","DAMAGE.HIT_COUNT","System.Int32","1"
"102001000G","actionSkillValues","3","2","DAMAGE.HIT_COUNT","System.Int32","1"
"102001000G","actionSkillValues","3","3","DAMAGE.HIT_COUNT","System.Int32","1"
"102001000G","actionSkillValues","3","4","DAMAGE.HIT_COUNT","System.Int32","1"
"102001000G","actionSkillValues","3","5","DAMAGE.HIT_COUNT","System.Int32","1"
"102001000G","actionSkillValues","3","1","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","14.2"
"102001000G","actionSkillValues","3","2","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","14.2"
"102001000G","actionSkillValues","3","3","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","14.2"
"102001000G","actionSkillValues","3","4","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","14.2"
"102001000G","actionSkillValues","3","5","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","57.4"
"102001000G","actionSkillValues","3","1","DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","14.2"
