"CharacterId","SkillType","SkillLevel","EffectIndex","Key","TypeName","Value"
"102201000G","actionSkillValues","1","1","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","200"
"102201000G","actionSkillValues","1","1","ABNORMAL.DURATION","System.Single","10"
"102201000G","actionSkillValues","1","1","ABNORMALFREEZETARGETDAMAGEUP.RATE_PERCENT","Project.ValuePermille","100"
"102201000G","actionSkillValues","1","1","ABNORMALFREEZETARGETDAMAGEUP.DURATION","System.Single","15"
"102201000G","actionSkillValues","2","1","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","238"
"102201000G","actionSkillValues","2","1","ABNORMAL.DURATION","System.Single","10"
"102201000G","actionSkillValues","2","1","ABNORMALFREEZETARGETDAMAGEUP.RATE_PERCENT","Project.ValuePermille","119"
"102201000G","actionSkillValues","2","1","ABNORMALFREEZETARGETDAMAGEUP.DURATION","System.Single","15"
"102201000G","actionSkillValues","3","1","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","276"
"102201000G","actionSkillValues","3","1","ABNORMAL.DURATION","System.Single","10"
"102201000G","actionSkillValues","3","1","ABNORMALFREEZETARGETDAMAGEUP.RATE_PERCENT","Project.ValuePermille","138"
"102201000G","actionSkillValues","3","1","ABNORMALFREEZETARGETDAMAGEUP.DURATION","System.Single","15"
"102201000G","actionSkillValues","4","1","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","314"
"102201000G","actionSkillValues","4","1","ABNORMAL.DURATION","System.Single","10"
"102201000G","actionSkillValues","4","1","ABNORMALFREEZETARGETDAMAGEUP.RATE_PERCENT","Project.ValuePermille","157"
"102201000G","actionSkillValues","4","1","ABNORMALFREEZETARGETDAMAGEUP.DURATION","System.Single","15"
"102201000G","actionSkillValues","5","1","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","352"
"102201000G","actionSkillValues","5","1","ABNORMAL.DURATION","System.Single","10"
"102201000G","actionSkillValues","5","1","ABNORMALFREEZETARGETDAMAGEUP.RATE_PERCENT","Project.ValuePermille","176"
"102201000G","actionSkillValues","5","1","ABNORMALFREEZETARGETDAMAGEUP.DURATION","System.Single","15"
"102201000G","actionSkillValues","6","1","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","361"
"102201000G","actionSkillValues","6","1","ABNORMAL.DURATION","System.Single","10"
"102201000G","actionSkillValues","6","1","ABNORMALFREEZETARGETDAMAGEUP.RATE_PERCENT","Project.ValuePermille","180"
"102201000G","actionSkillValues","6","1","ABNORMALFREEZETARGETDAMAGEUP.DURATION","System.Single","15"
"102201000G","actionSkillValues","7","1","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","370"
"102201000G","actionSkillValues","7","1","ABNORMAL.DURATION","System.Single","10"
"102201000G","actionSkillValues","7","1","ABNORMALFREEZETARGETDAMAGEUP.RATE_PERCENT","Project.ValuePermille","184"
"102201000G","actionSkillValues","7","1","ABNORMALFREEZETARGETDAMAGEUP.DURATION","System.Single","15"
"102201000G","actionSkillValues","8","1","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","379"
"102201000G","actionSkillValues","8","1","ABNORMAL.DURATION","System.Single","10"
"102201000G","actionSkillValues","8","1","ABNORMALFREEZETARGETDAMAGEUP.RATE_PERCENT","Project.ValuePermille","188"
