"CharacterId","SkillType","SkillLevel","EffectIndex","Key","TypeName","Value"
"106901001G","actionSkillValues","1","1","PRJCTL.THROW_COUNT","System.Int32","1"
"106901001G","actionSkillValues","1","2","PRJCTL.THROW_COUNT","System.Int32","1"
"106901001G","actionSkillValues","1","3","PRJCTL.THROW_COUNT","System.Int32","1"
"106901001G","actionSkillValues","1","4","PRJCTL.THROW_COUNT","System.Int32","1"
"106901001G","actionSkillValues","1","1","PRJCTL.TARGET_COUNT","System.Int32","1"
"106901001G","actionSkillValues","1","2","PRJCTL.TARGET_COUNT","System.Int32","1"
"106901001G","actionSkillValues","1","3","PRJCTL.TARGET_COUNT","System.Int32","1"
"106901001G","actionSkillValues","1","4","PRJCTL.TARGET_COUNT","System.Int32","1"
"106901001G","actionSkillValues","1","1","PRJCTL.LAND.DAMAGE.HIT_COUNT","System.Int32","1"
"106901001G","actionSkillValues","1","2","PRJCTL.LAND.DAMAGE.HIT_COUNT","System.Int32","1"
"106901001G","actionSkillValues","1","3","PRJCTL.LAND.DAMAGE.HIT_COUNT","System.Int32","1"
"106901001G","actionSkillValues","1","4","PRJCTL.LAND.DAMAGE.HIT_COUNT","System.Int32","1"
"106901001G","actionSkillValues","1","1","PRJCTL.LAND.DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","50"
"106901001G","actionSkillValues","1","2","PRJCTL.LAND.DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","50"
"106901001G","actionSkillValues","1","3","PRJCTL.LAND.DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","50"
"106901001G","actionSkillValues","1","4","PRJCTL.LAND.DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","50"
"106901001G","actionSkillValues","1","1","PRJCTL.LAND.DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","50"
"106901001G","actionSkillValues","1","1","PRJCTL.LAND.KNOCKBACK.STRENGTH","System.Int32","1"
"106901001G","actionSkillValues","1","2","PRJCTL.LAND.KNOCKBACK.STRENGTH","System.Int32","1"
"106901001G","actionSkillValues","1","3","PRJCTL.LAND.KNOCKBACK.STRENGTH","System.Int32","1"
"106901001G","actionSkillValues","1","4","PRJCTL.LAND.KNOCKBACK.STRENGTH","System.Int32","1"
"106901001G","actionSkillValues","1","1","PRJCTL.LAND.ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","500"
"106901001G","actionSkillValues","1","2","PRJCTL.LAND.ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","500"
"106901001G","actionSkillValues","1","3","PRJCTL.LAND.ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","500"
"106901001G","actionSkillValues","1","4","PRJCTL.LAND.ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","500"
"106901001G","actionSkillValues","1","1","PRJCTL.LAND.ABNORMAL.DURATION","System.Single","5"
"106901001G","actionSkillValues","1","2","PRJCTL.LAND.ABNORMAL.DURATION","System.Single","5"
"106901001G","actionSkillValues","1","3","PRJCTL.LAND.ABNORMAL.DURATION","System.Single","5"
"106901001G","actionSkillValues","1","4","PRJCTL.LAND.ABNORMAL.DURATION","System.Single","5"
"106901001G","actionSkillValues","2","1","PRJCTL.THROW_COUNT","System.Int32","1"
"106901001G","actionSkillValues","2","2","PRJCTL.THROW_COUNT","System.Int32","1"
"106901001G","actionSkillValues","2","3","PRJCTL.THROW_COUNT","System.Int32","1"
"106901001G","actionSkillValues","2","4","PRJCTL.THROW_COUNT","System.Int32","1"
"106901001G","actionSkillValues","2","1","PRJCTL.TARGET_COUNT","System.Int32","1"
"106901001G","actionSkillValues","2","2","PRJCTL.TARGET_COUNT","System.Int32","1"
"106901001G","actionSkillValues","2","3","PRJCTL.TARGET_COUNT","System.Int32","1"
"106901001G","actionSkillValues","2","4","PRJCTL.TARGET_COUNT","System.Int32","1"
"106901001G","actionSkillValues","2","1","PRJCTL.LAND.DAMAGE.HIT_COUNT","System.Int32","1"
"106901001G","actionSkillValues","2","2","PRJCTL.LAND.DAMAGE.HIT_COUNT","System.Int32","1"
"106901001G","actionSkillValues","2","3","PRJCTL.LAND.DAMAGE.HIT_COUNT","System.Int32","1"
"106901001G","actionSkillValues","2","4","PRJCTL.LAND.DAMAGE.HIT_COUNT","System.Int32","1"
"106901001G","actionSkillValues","2","1","PRJCTL.LAND.DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","59.5"
"106901001G","actionSkillValues","2","2","PRJCTL.LAND.DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","59.5"
"106901001G","actionSkillValues","2","3","PRJCTL.LAND.DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","59.5"
"106901001G","actionSkillValues","2","4","PRJCTL.LAND.DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","59.5"
"106901001G","actionSkillValues","2","1","PRJCTL.LAND.DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","59.5"
"106901001G","actionSkillValues","2","1","PRJCTL.LAND.KNOCKBACK.STRENGTH","System.Int32","1"
"106901001G","actionSkillValues","2","2","PRJCTL.LAND.KNOCKBACK.STRENGTH","System.Int32","1"
"106901001G","actionSkillValues","2","3","PRJCTL.LAND.KNOCKBACK.STRENGTH","System.Int32","1"
"106901001G","actionSkillValues","2","4","PRJCTL.LAND.KNOCKBACK.STRENGTH","System.Int32","1"
"106901001G","actionSkillValues","2","1","PRJCTL.LAND.ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","500"
"106901001G","actionSkillValues","2","2","PRJCTL.LAND.ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","500"
"106901001G","actionSkillValues","2","3","PRJCTL.LAND.ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","500"
"106901001G","actionSkillValues","2","4","PRJCTL.LAND.ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","500"
"106901001G","actionSkillValues","2","1","PRJCTL.LAND.ABNORMAL.DURATION","System.Single","5.9"
"106901001G","actionSkillValues","2","2","PRJCTL.LAND.ABNORMAL.DURATION","System.Single","5.9"
"106901001G","actionSkillValues","2","3","PRJCTL.LAND.ABNORMAL.DURATION","System.Single","5.9"
