"CharacterId","SkillType","SkillLevel","EffectIndex","Key","TypeName","Value"
"113601000G","actionSkillValues","1","1","TARGET_COUNT","System.Int32","1"
"113601000G","actionSkillValues","1","2","TARGET_COUNT","System.Int32","1"
"113601000G","actionSkillValues","1","3","TARGET_COUNT","System.Int32","1"
"113601000G","actionSkillValues","1","1","KNOCKBACK.STRENGTH","System.Int32","0"
"113601000G","actionSkillValues","1","2","KNOCKBACK.STRENGTH","System.Int32","1"
"113601000G","actionSkillValues","1","3","KNOCKBACK.STRENGTH","System.Int32","0"
"113601000G","actionSkillValues","1","1","DAMAGE.HIT_COUNT","System.Int32","1"
"113601000G","actionSkillValues","1","2","DAMAGE.HIT_COUNT","System.Int32","1"
"113601000G","actionSkillValues","1","3","DAMAGE.HIT_COUNT","System.Int32","1"
"113601000G","actionSkillValues","1","1","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","50"
"113601000G","actionSkillValues","1","2","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","50"
"113601000G","actionSkillValues","1","3","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","100"
"113601000G","actionSkillValues","1","1","DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","50"
"113601000G","actionSkillValues","1","1","DOTDAMAGE.DAMAGE_MULTIPLIER","Project.ValuePermille","500"
"113601000G","actionSkillValues","1","1","DOTDAMAGE.INTERVAL","System.Single","3"
"113601000G","actionSkillValues","1","1","DOTDAMAGE.DURATION","System.Single","15"
"113601000G","actionSkillValues","2","1","TARGET_COUNT","System.Int32","1"
"113601000G","actionSkillValues","2","2","TARGET_COUNT","System.Int32","1"
"113601000G","actionSkillValues","2","3","TARGET_COUNT","System.Int32","1"
"113601000G","actionSkillValues","2","1","KNOCKBACK.STRENGTH","System.Int32","0"
"113601000G","actionSkillValues","2","2","KNOCKBACK.STRENGTH","System.Int32","1"
"113601000G","actionSkillValues","2","3","KNOCKBACK.STRENGTH","System.Int32","0"
"113601000G","actionSkillValues","2","1","DAMAGE.HIT_COUNT","System.Int32","1"
"113601000G","actionSkillValues","2","2","DAMAGE.HIT_COUNT","System.Int32","1"
"113601000G","actionSkillValues","2","3","DAMAGE.HIT_COUNT","System.Int32","1"
"113601000G","actionSkillValues","2","1","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","59.5"
"113601000G","actionSkillValues","2","2","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","59.5"
"113601000G","actionSkillValues","2","3","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","119"
"113601000G","actionSkillValues","2","1","DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","59.5"
"113601000G","actionSkillValues","2","1","DOTDAMAGE.DAMAGE_MULTIPLIER","Project.ValuePermille","500"
"113601000G","actionSkillValues","2","1","DOTDAMAGE.INTERVAL","System.Single","3"
"113601000G","actionSkillValues","2","1","DOTDAMAGE.DURATION","System.Single","15"
"113601000G","actionSkillValues","3","1","TARGET_COUNT","System.Int32","1"
"113601000G","actionSkillValues","3","2","TARGET_COUNT","System.Int32","1"
"113601000G","actionSkillValues","3","3","TARGET_COUNT","System.Int32","1"
"113601000G","actionSkillValues","3","1","KNOCKBACK.STRENGTH","System.Int32","0"
"113601000G","actionSkillValues","3","2","KNOCKBACK.STRENGTH","System.Int32","1"
"113601000G","actionSkillValues","3","3","KNOCKBACK.STRENGTH","System.Int32","0"
"113601000G","actionSkillValues","3","1","DAMAGE.HIT_COUNT","System.Int32","1"
"113601000G","actionSkillValues","3","2","DAMAGE.HIT_COUNT","System.Int32","1"
"113601000G","actionSkillValues","3","3","DAMAGE.HIT_COUNT","System.Int32","1"
"113601000G","actionSkillValues","3","1","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","69"
