"CharacterId","SkillType","SkillLevel","EffectIndex","Key","TypeName","Value"
"103301000G","actionSkillValues","1","1","TARGET_COUNT","System.Int32","1"
"103301000G","actionSkillValues","1","1","PRJCTL.THROW_COUNT","System.Int32","1"
"103301000G","actionSkillValues","1","1","PRJCTL.THROW.TARGET_COUNT","System.Int32","1"
"103301000G","actionSkillValues","1","2","PRJCTL.THROW.TARGET_COUNT","System.Int32","1"
"103301000G","actionSkillValues","1","1","PRJCTL.THROW.DAMAGE.HIT_COUNT","System.Int32","1"
"103301000G","actionSkillValues","1","1","PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","125"
"103301000G","actionSkillValues","1","1","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","125"
"103301000G","actionSkillValues","1","1","PRJCTL.THROW.KNOCKBACK.STRENGTH","System.Int32","3"
"103301000G","actionSkillValues","1","1","PRJCTL.THROW.ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","500"
"103301000G","actionSkillValues","1","1","PRJCTL.THROW.ABNORMAL.DURATION","System.Single","5"
"103301000G","actionSkillValues","2","1","TARGET_COUNT","System.Int32","1"
"103301000G","actionSkillValues","2","1","PRJCTL.THROW_COUNT","System.Int32","1"
"103301000G","actionSkillValues","2","1","PRJCTL.THROW.TARGET_COUNT","System.Int32","1"
"103301000G","actionSkillValues","2","2","PRJCTL.THROW.TARGET_COUNT","System.Int32","1"
"103301000G","actionSkillValues","2","1","PRJCTL.THROW.DAMAGE.HIT_COUNT","System.Int32","1"
"103301000G","actionSkillValues","2","1","PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","148.8"
"103301000G","actionSkillValues","2","1","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","148.8"
"103301000G","actionSkillValues","2","1","PRJCTL.THROW.KNOCKBACK.STRENGTH","System.Int32","3"
"103301000G","actionSkillValues","2","1","PRJCTL.THROW.ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","500"
"103301000G","actionSkillValues","2","1","PRJCTL.THROW.ABNORMAL.DURATION","System.Single","5.9"
"103301000G","actionSkillValues","3","1","TARGET_COUNT","System.Int32","1"
"103301000G","actionSkillValues","3","1","PRJCTL.THROW_COUNT","System.Int32","1"
"103301000G","actionSkillValues","3","1","PRJCTL.THROW.TARGET_COUNT","System.Int32","1"
"103301000G","actionSkillValues","3","2","PRJCTL.THROW.TARGET_COUNT","System.Int32","1"
"103301000G","actionSkillValues","3","1","PRJCTL.THROW.DAMAGE.HIT_COUNT","System.Int32","1"
"103301000G","actionSkillValues","3","1","PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","172.6"
"103301000G","actionSkillValues","3","1","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","172.6"
"103301000G","actionSkillValues","3","1","PRJCTL.THROW.KNOCKBACK.STRENGTH","System.Int32","3"
"103301000G","actionSkillValues","3","1","PRJCTL.THROW.ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","500"
"103301000G","actionSkillValues","3","1","PRJCTL.THROW.ABNORMAL.DURATION","System.Single","6.8"
