"CharacterId","SkillType","SkillLevel","EffectIndex","Key","TypeName","Value"
"107701000G","actionSkillValues","1","1","PRJCTL.THROW_COUNT","System.Int32","1"
"107701000G","actionSkillValues","1","1","PRJCTL.TARGET_COUNT","System.Int32","1"
"107701000G","actionSkillValues","1","1","PRJCTL.AOE.TARGET_COUNT","System.Int32","2"
"107701000G","actionSkillValues","1","1","PRJCTL.AOE.SKILL_CHARGE.CHARGE_VALUE","Project.ValuePermille","40"
"107701000G","actionSkillValues","2","1","PRJCTL.THROW_COUNT","System.Int32","1"
"107701000G","actionSkillValues","2","1","PRJCTL.TARGET_COUNT","System.Int32","1"
"107701000G","actionSkillValues","2","1","PRJCTL.AOE.TARGET_COUNT","System.Int32","2"
"107701000G","actionSkillValues","2","1","PRJCTL.AOE.SKILL_CHARGE.CHARGE_VALUE","Project.ValuePermille","47"
"107701000G","actionSkillValues","3","1","PRJCTL.THROW_COUNT","System.Int32","1"
"107701000G","actionSkillValues","3","1","PRJCTL.TARGET_COUNT","System.Int32","1"
"107701000G","actionSkillValues","3","1","PRJCTL.AOE.TARGET_COUNT","System.Int32","2"
"107701000G","actionSkillValues","3","1","PRJCTL.AOE.SKILL_CHARGE.CHARGE_VALUE","Project.ValuePermille","54"
"107701000G","actionSkillValues","4","1","PRJCTL.THROW_COUNT","System.Int32","1"
"107701000G","actionSkillValues","4","1","PRJCTL.TARGET_COUNT","System.Int32","1"
"107701000G","actionSkillValues","4","1","PRJCTL.AOE.TARGET_COUNT","System.Int32","2"
"107701000G","actionSkillValues","4","1","PRJCTL.AOE.SKILL_CHARGE.CHARGE_VALUE","Project.ValuePermille","61"
"107701000G","actionSkillValues","5","1","PRJCTL.THROW_COUNT","System.Int32","1"
"107701000G","actionSkillValues","5","1","PRJCTL.TARGET_COUNT","System.Int32","1"
"107701000G","actionSkillValues","5","1","PRJCTL.AOE.TARGET_COUNT","System.Int32","2"
"107701000G","actionSkillValues","5","1","PRJCTL.AOE.SKILL_CHARGE.CHARGE_VALUE","Project.ValuePermille","68"
"107701000G","actionSkillValues","6","1","PRJCTL.THROW_COUNT","System.Int32","1"
"107701000G","actionSkillValues","6","1","PRJCTL.TARGET_COUNT","System.Int32","1"
"107701000G","actionSkillValues","6","1","PRJCTL.AOE.TARGET_COUNT","System.Int32","2"
"107701000G","actionSkillValues","6","1","PRJCTL.AOE.SKILL_CHARGE.CHARGE_VALUE","Project.ValuePermille","70"
"107701000G","actionSkillValues","7","1","PRJCTL.THROW_COUNT","System.Int32","1"
"107701000G","actionSkillValues","7","1","PRJCTL.TARGET_COUNT","System.Int32","1"
"107701000G","actionSkillValues","7","1","PRJCTL.AOE.TARGET_COUNT","System.Int32","2"
"107701000G","actionSkillValues","7","1","PRJCTL.AOE.SKILL_CHARGE.CHARGE_VALUE","Project.ValuePermille","72"
"107701000G","actionSkillValues","8","1","PRJCTL.THROW_COUNT","System.Int32","1"
"107701000G","actionSkillValues","8","1","PRJCTL.TARGET_COUNT","System.Int32","1"
"107701000G","actionSkillValues","8","1","PRJCTL.AOE.TARGET_COUNT","System.Int32","2"
"107701000G","actionSkillValues","8","1","PRJCTL.AOE.SKILL_CHARGE.CHARGE_VALUE","Project.ValuePermille","74"
"107701000G","actionSkillValues","9","1","PRJCTL.THROW_COUNT","System.Int32","1"
"107701000G","actionSkillValues","9","1","PRJCTL.TARGET_COUNT","System.Int32","1"
"107701000G","actionSkillValues","9","1","PRJCTL.AOE.TARGET_COUNT","System.Int32","2"
"107701000G","actionSkillValues","9","1","PRJCTL.AOE.SKILL_CHARGE.CHARGE_VALUE","Project.ValuePermille","76"
"107701000G","actionSkillValues","10","1","PRJCTL.THROW_COUNT","System.Int32","1"
"107701000G","actionSkillValues","10","1","PRJCTL.TARGET_COUNT","System.Int32","1"
"107701000G","actionSkillValues","10","1","PRJCTL.AOE.TARGET_COUNT","System.Int32","2"
"107701000G","actionSkillValues","10","1","PRJCTL.AOE.SKILL_CHARGE.CHARGE_VALUE","Project.ValuePermille","80"
"107701000G","chainSkillValues","1","1","PRJCTL.THROW_COUNT","System.Int32","1"
"107701000G","chainSkillValues","1","1","PRJCTL.TARGET_COUNT","System.Int32","1"
"107701000G","chainSkillValues","1","1","PRJCTL.AOE.TARGET_COUNT","System.Int32","3"
"107701000G","chainSkillValues","1","1","PRJCTL.AOE.SKILL_CHARGE.CHARGE_VALUE","Project.ValuePermille","40"
"107701000G","chainSkillValues","1","2","PRJCTL.AOE.SKILL_CHARGE.CHARGE_VALUE","Project.ValuePermille","0"
"107701000G","chainSkillValues","1","1","PRJCTL.AOE.ZEAL.SKILLCHARGEQUANTITYUP.RATE_PERCENT","Project.ValuePermille","125"
"107701000G","chainSkillValues","1","1","PRJCTL.AOE.ZEAL.SKILLCHARGEQUANTITYUP.DURATION","System.Single","15"
"107701000G","chainSkillValues","2","1","PRJCTL.THROW_COUNT","System.Int32","1"
"107701000G","chainSkillValues","2","1","PRJCTL.TARGET_COUNT","System.Int32","1"
"107701000G","chainSkillValues","2","1","PRJCTL.AOE.TARGET_COUNT","System.Int32","3"
"107701000G","chainSkillValues","2","1","PRJCTL.AOE.SKILL_CHARGE.CHARGE_VALUE","Project.ValuePermille","47"
"107701000G","chainSkillValues","2","2","PRJCTL.AOE.SKILL_CHARGE.CHARGE_VALUE","Project.ValuePermille","0"
"107701000G","chainSkillValues","2","1","PRJCTL.AOE.ZEAL.SKILLCHARGEQUANTITYUP.RATE_PERCENT","Project.ValuePermille","148"
"107701000G","chainSkillValues","2","1","PRJCTL.AOE.ZEAL.SKILLCHARGEQUANTITYUP.DURATION","System.Single","15"
"107701000G","chainSkillValues","3","1","PRJCTL.THROW_COUNT","System.Int32","1"
"107701000G","chainSkillValues","3","1","PRJCTL.TARGET_COUNT","System.Int32","1"
"107701000G","chainSkillValues","3","1","PRJCTL.AOE.TARGET_COUNT","System.Int32","3"
"107701000G","chainSkillValues","3","1","PRJCTL.AOE.SKILL_CHARGE.CHARGE_VALUE","Project.ValuePermille","54"
"107701000G","chainSkillValues","3","2","PRJCTL.AOE.SKILL_CHARGE.CHARGE_VALUE","Project.ValuePermille","0"
"107701000G","chainSkillValues","3","1","PRJCTL.AOE.ZEAL.SKILLCHARGEQUANTITYUP.RATE_PERCENT","Project.ValuePermille","171"
"107701000G","chainSkillValues","3","1","PRJCTL.AOE.ZEAL.SKILLCHARGEQUANTITYUP.DURATION","System.Single","15"
"107701000G","chainSkillValues","4","1","PRJCTL.THROW_COUNT","System.Int32","1"
"107701000G","chainSkillValues","4","1","PRJCTL.TARGET_COUNT","System.Int32","1"
"107701000G","chainSkillValues","4","1","PRJCTL.AOE.TARGET_COUNT","System.Int32","3"
"107701000G","chainSkillValues","4","1","PRJCTL.AOE.SKILL_CHARGE.CHARGE_VALUE","Project.ValuePermille","61"
"107701000G","chainSkillValues","4","2","PRJCTL.AOE.SKILL_CHARGE.CHARGE_VALUE","Project.ValuePermille","0"
"107701000G","chainSkillValues","4","1","PRJCTL.AOE.ZEAL.SKILLCHARGEQUANTITYUP.RATE_PERCENT","Project.ValuePermille","194"
"107701000G","chainSkillValues","4","1","PRJCTL.AOE.ZEAL.SKILLCHARGEQUANTITYUP.DURATION","System.Single","15"
"107701000G","chainSkillValues","5","1","PRJCTL.THROW_COUNT","System.Int32","1"
"107701000G","chainSkillValues","5","1","PRJCTL.TARGET_COUNT","System.Int32","1"
"107701000G","chainSkillValues","5","1","PRJCTL.AOE.TARGET_COUNT","System.Int32","3"
