"CharacterId","SkillType","SkillLevel","EffectIndex","Key","TypeName","Value"
"106301000G","actionSkillValues","1","1","CRITICALUP.FIXED_PERCENT","Project.ValuePermille","75"
"106301000G","actionSkillValues","1","1","CRITICALUP.DURATION","System.Single","30"
"106301000G","actionSkillValues","2","1","CRITICALUP.FIXED_PERCENT","Project.ValuePermille","89"
"106301000G","actionSkillValues","2","1","CRITICALUP.DURATION","System.Single","30"
"106301000G","actionSkillValues","3","1","CRITICALUP.FIXED_PERCENT","Project.ValuePermille","103"
"106301000G","actionSkillValues","3","1","CRITICALUP.DURATION","System.Single","30"
"106301000G","actionSkillValues","4","1","CRITICALUP.FIXED_PERCENT","Project.ValuePermille","117"
"106301000G","actionSkillValues","4","1","CRITICALUP.DURATION","System.Single","30"
"106301000G","actionSkillValues","5","1","CRITICALUP.FIXED_PERCENT","Project.ValuePermille","131"
"106301000G","actionSkillValues","5","1","CRITICALUP.DURATION","System.Single","30"
"106301000G","actionSkillValues","6","1","CRITICALUP.FIXED_PERCENT","Project.ValuePermille","134"
"106301000G","actionSkillValues","6","1","CRITICALUP.DURATION","System.Single","30"
"106301000G","actionSkillValues","7","1","CRITICALUP.FIXED_PERCENT","Project.ValuePermille","137"
"106301000G","actionSkillValues","7","1","CRITICALUP.DURATION","System.Single","30"
"106301000G","actionSkillValues","8","1","CRITICALUP.FIXED_PERCENT","Project.ValuePermille","140"
"106301000G","actionSkillValues","8","1","CRITICALUP.DURATION","System.Single","30"
"106301000G","actionSkillValues","9","1","CRITICALUP.FIXED_PERCENT","Project.ValuePermille","143"
"106301000G","actionSkillValues","9","1","CRITICALUP.DURATION","System.Single","30"
"106301000G","actionSkillValues","10","1","CRITICALUP.FIXED_PERCENT","Project.ValuePermille","150"
"106301000G","actionSkillValues","10","1","CRITICALUP.DURATION","System.Single","30"
"106301000G","chainSkillValues","1","1","CRITICALUP.FIXED_PERCENT","Project.ValuePermille","75"
"106301000G","chainSkillValues","1","1","CRITICALUP.DURATION","System.Single","30"
"106301000G","chainSkillValues","1","1","CRESTPASSION.TARGET_COUNT","System.Int32","1"
"106301000G","chainSkillValues","1","1","ZEAL.CRESTPASSION.TARGET_COUNT","System.Int32","1"
"106301000G","chainSkillValues","2","1","CRITICALUP.FIXED_PERCENT","Project.ValuePermille","89"
"106301000G","chainSkillValues","2","1","CRITICALUP.DURATION","System.Single","30"
"106301000G","chainSkillValues","2","1","CRESTPASSION.TARGET_COUNT","System.Int32","1"
"106301000G","chainSkillValues","2","1","ZEAL.CRESTPASSION.TARGET_COUNT","System.Int32","1"
"106301000G","chainSkillValues","3","1","CRITICALUP.FIXED_PERCENT","Project.ValuePermille","103"
"106301000G","chainSkillValues","3","1","CRITICALUP.DURATION","System.Single","30"
"106301000G","chainSkillValues","3","1","CRESTPASSION.TARGET_COUNT","System.Int32","1"
"106301000G","chainSkillValues","3","1","ZEAL.CRESTPASSION.TARGET_COUNT","System.Int32","1"
"106301000G","chainSkillValues","4","1","CRITICALUP.FIXED_PERCENT","Project.ValuePermille","117"
"106301000G","chainSkillValues","4","1","CRITICALUP.DURATION","System.Single","30"
"106301000G","chainSkillValues","4","1","CRESTPASSION.TARGET_COUNT","System.Int32","1"
"106301000G","chainSkillValues","4","1","ZEAL.CRESTPASSION.TARGET_COUNT","System.Int32","1"
"106301000G","chainSkillValues","5","1","CRITICALUP.FIXED_PERCENT","Project.ValuePermille","131"
"106301000G","chainSkillValues","5","1","CRITICALUP.DURATION","System.Single","30"
"106301000G","chainSkillValues","5","1","CRESTPASSION.TARGET_COUNT","System.Int32","1"
"106301000G","chainSkillValues","5","1","ZEAL.CRESTPASSION.TARGET_COUNT","System.Int32","1"
"106301000G","chainSkillValues","6","1","CRITICALUP.FIXED_PERCENT","Project.ValuePermille","134"
"106301000G","chainSkillValues","6","1","CRITICALUP.DURATION","System.Single","30"
"106301000G","chainSkillValues","6","1","CRESTPASSION.TARGET_COUNT","System.Int32","1"
"106301000G","chainSkillValues","6","1","ZEAL.CRESTPASSION.TARGET_COUNT","System.Int32","1"
"106301000G","chainSkillValues","7","1","CRITICALUP.FIXED_PERCENT","Project.ValuePermille","137"
"106301000G","chainSkillValues","7","1","CRITICALUP.DURATION","System.Single","30"
"106301000G","chainSkillValues","7","1","CRESTPASSION.TARGET_COUNT","System.Int32","1"
"106301000G","chainSkillValues","7","1","ZEAL.CRESTPASSION.TARGET_COUNT","System.Int32","1"
"106301000G","chainSkillValues","8","1","CRITICALUP.FIXED_PERCENT","Project.ValuePermille","140"
"106301000G","chainSkillValues","8","1","CRITICALUP.DURATION","System.Single","30"
"106301000G","chainSkillValues","8","1","CRESTPASSION.TARGET_COUNT","System.Int32","1"
"106301000G","chainSkillValues","8","1","ZEAL.CRESTPASSION.TARGET_COUNT","System.Int32","1"
"106301000G","chainSkillValues","9","1","CRITICALUP.FIXED_PERCENT","Project.ValuePermille","143"
"106301000G","chainSkillValues","9","1","CRITICALUP.DURATION","System.Single","30"
"106301000G","chainSkillValues","9","1","CRESTPASSION.TARGET_COUNT","System.Int32","1"
"106301000G","chainSkillValues","9","1","ZEAL.CRESTPASSION.TARGET_COUNT","System.Int32","1"
"106301000G","chainSkillValues","10","1","CRITICALUP.FIXED_PERCENT","Project.ValuePermille","150"
"106301000G","chainSkillValues","10","1","CRITICALUP.DURATION","System.Single","30"
"106301000G","chainSkillValues","10","1","CRESTPASSION.TARGET_COUNT","System.Int32","1"
"106301000G","chainSkillValues","10","1","ZEAL.CRESTPASSION.TARGET_COUNT","System.Int32","1"
