"CharacterId","SkillType","SkillLevel","EffectIndex","Key","TypeName","Value"
"105201000G","actionSkillValues","1","1","DAMAGE.HIT_COUNT","System.Int32","1"
"105201000G","actionSkillValues","1","1","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","40"
"105201000G","actionSkillValues","1","1","DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","40"
"105201000G","actionSkillValues","1","1","KNOCKBACK.STRENGTH","System.Int32","2"
"105201000G","actionSkillValues","2","1","DAMAGE.HIT_COUNT","System.Int32","1"
"105201000G","actionSkillValues","2","1","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","47.6"
"105201000G","actionSkillValues","2","1","DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","47.6"
"105201000G","actionSkillValues","2","1","KNOCKBACK.STRENGTH","System.Int32","2"
"105201000G","actionSkillValues","3","1","DAMAGE.HIT_COUNT","System.Int32","1"
"105201000G","actionSkillValues","3","1","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","55.2"
"105201000G","actionSkillValues","3","1","DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","55.2"
"105201000G","actionSkillValues","3","1","KNOCKBACK.STRENGTH","System.Int32","2"
"105201000G","actionSkillValues","4","1","DAMAGE.HIT_COUNT","System.Int32","1"
"105201000G","actionSkillValues","4","1","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","62.8"
"105201000G","actionSkillValues","4","1","DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","62.8"
"105201000G","actionSkillValues","4","1","KNOCKBACK.STRENGTH","System.Int32","2"
"105201000G","actionSkillValues","5","1","DAMAGE.HIT_COUNT","System.Int32","1"
"105201000G","actionSkillValues","5","1","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","70.4"
"105201000G","actionSkillValues","5","1","DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","70.4"
"105201000G","actionSkillValues","5","1","KNOCKBACK.STRENGTH","System.Int32","2"
"105201000G","actionSkillValues","6","1","DAMAGE.HIT_COUNT","System.Int32","1"
"105201000G","actionSkillValues","6","1","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","72.3"
"105201000G","actionSkillValues","6","1","DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","72.3"
"105201000G","actionSkillValues","6","1","KNOCKBACK.STRENGTH","System.Int32","2"
