"CharacterId","SkillType","SkillLevel","EffectIndex","Key","TypeName","Value"
"100101000G","actionSkillValues","1","1","DAMAGE.HIT_COUNT","System.Int32","1"
"100101000G","actionSkillValues","1","2","DAMAGE.HIT_COUNT","System.Int32","1"
"100101000G","actionSkillValues","1","3","DAMAGE.HIT_COUNT","System.Int32","1"
"100101000G","actionSkillValues","1","4","DAMAGE.HIT_COUNT","System.Int32","1"
"100101000G","actionSkillValues","1","5","DAMAGE.HIT_COUNT","System.Int32","1"
"100101000G","actionSkillValues","1","6","DAMAGE.HIT_COUNT","System.Int32","1"
"100101000G","actionSkillValues","1","1","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","15"
"100101000G","actionSkillValues","1","2","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","75"
"100101000G","actionSkillValues","1","3","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","15"
"100101000G","actionSkillValues","1","4","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","15"
"100101000G","actionSkillValues","1","5","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","15"
"100101000G","actionSkillValues","1","6","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","15"
"100101000G","actionSkillValues","1","1","DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","15"
"100101000G","actionSkillValues","1","1","KNOCKBACK.STRENGTH","System.Int32","3"
"100101000G","actionSkillValues","2","1","DAMAGE.HIT_COUNT","System.Int32","1"
"100101000G","actionSkillValues","2","2","DAMAGE.HIT_COUNT","System.Int32","1"
"100101000G","actionSkillValues","2","3","DAMAGE.HIT_COUNT","System.Int32","1"
"100101000G","actionSkillValues","2","4","DAMAGE.HIT_COUNT","System.Int32","1"
"100101000G","actionSkillValues","2","5","DAMAGE.HIT_COUNT","System.Int32","1"
"100101000G","actionSkillValues","2","6","DAMAGE.HIT_COUNT","System.Int32","1"
"100101000G","actionSkillValues","2","1","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","17.8"
"100101000G","actionSkillValues","2","2","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","89.5"
"100101000G","actionSkillValues","2","3","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","17.8"
"100101000G","actionSkillValues","2","4","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","17.8"
"100101000G","actionSkillValues","2","5","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","17.8"
"100101000G","actionSkillValues","2","6","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","17.8"
"100101000G","actionSkillValues","2","1","DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","17.8"
"100101000G","actionSkillValues","2","1","KNOCKBACK.STRENGTH","System.Int32","3"
"100101000G","actionSkillValues","3","1","DAMAGE.HIT_COUNT","System.Int32","1"
"100101000G","actionSkillValues","3","2","DAMAGE.HIT_COUNT","System.Int32","1"
"100101000G","actionSkillValues","3","3","DAMAGE.HIT_COUNT","System.Int32","1"
"100101000G","actionSkillValues","3","4","DAMAGE.HIT_COUNT","System.Int32","1"
"100101000G","actionSkillValues","3","5","DAMAGE.HIT_COUNT","System.Int32","1"
"100101000G","actionSkillValues","3","6","DAMAGE.HIT_COUNT","System.Int32","1"
"100101000G","actionSkillValues","3","1","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","20.7"
"100101000G","actionSkillValues","3","2","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","103.5"
