"CharacterId","SkillType","SkillLevel","EffectIndex","Key","TypeName","Value"
"106001000G","actionSkillValues","1","1","PRJCTL.THROW_COUNT","System.Int32","1"
"106001000G","actionSkillValues","1","1","PRJCTL.LAND.TARGET_COUNT","System.Int32","1"
"106001000G","actionSkillValues","1","1","PRJCTL.LAND.KNOCKBACK.STRENGTH","System.Int32","3"
"106001000G","actionSkillValues","1","1","PRJCTL.LAND.DAMAGE.HIT_COUNT","System.Int32","1"
"106001000G","actionSkillValues","1","1","PRJCTL.LAND.DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","150"
"106001000G","actionSkillValues","1","1","PRJCTL.LAND.DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","150"
"106001000G","actionSkillValues","1","1","PRJCTL.LAND.ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","500"
"106001000G","actionSkillValues","1","1","PRJCTL.LAND.ABNORMAL.DURATION","System.Single","10"
"106001000G","actionSkillValues","2","1","PRJCTL.THROW_COUNT","System.Int32","1"
"106001000G","actionSkillValues","2","1","PRJCTL.LAND.TARGET_COUNT","System.Int32","1"
"106001000G","actionSkillValues","2","1","PRJCTL.LAND.KNOCKBACK.STRENGTH","System.Int32","3"
"106001000G","actionSkillValues","2","1","PRJCTL.LAND.DAMAGE.HIT_COUNT","System.Int32","1"
"106001000G","actionSkillValues","2","1","PRJCTL.LAND.DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","178.5"
"106001000G","actionSkillValues","2","1","PRJCTL.LAND.DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","178.5"
"106001000G","actionSkillValues","2","1","PRJCTL.LAND.ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","500"
"106001000G","actionSkillValues","2","1","PRJCTL.LAND.ABNORMAL.DURATION","System.Single","10"
"106001000G","actionSkillValues","3","1","PRJCTL.THROW_COUNT","System.Int32","1"
"106001000G","actionSkillValues","3","1","PRJCTL.LAND.TARGET_COUNT","System.Int32","1"
"106001000G","actionSkillValues","3","1","PRJCTL.LAND.KNOCKBACK.STRENGTH","System.Int32","3"
"106001000G","actionSkillValues","3","1","PRJCTL.LAND.DAMAGE.HIT_COUNT","System.Int32","1"
"106001000G","actionSkillValues","3","1","PRJCTL.LAND.DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","207"
"106001000G","actionSkillValues","3","1","PRJCTL.LAND.DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","207"
"106001000G","actionSkillValues","3","1","PRJCTL.LAND.ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","500"
"106001000G","actionSkillValues","3","1","PRJCTL.LAND.ABNORMAL.DURATION","System.Single","10"
"106001000G","actionSkillValues","4","1","PRJCTL.THROW_COUNT","System.Int32","1"
"106001000G","actionSkillValues","4","1","PRJCTL.LAND.TARGET_COUNT","System.Int32","1"
"106001000G","actionSkillValues","4","1","PRJCTL.LAND.KNOCKBACK.STRENGTH","System.Int32","3"
"106001000G","actionSkillValues","4","1","PRJCTL.LAND.DAMAGE.HIT_COUNT","System.Int32","1"
"106001000G","actionSkillValues","4","1","PRJCTL.LAND.DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","235.5"
"106001000G","actionSkillValues","4","1","PRJCTL.LAND.DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","235.5"
"106001000G","actionSkillValues","4","1","PRJCTL.LAND.ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","500"
"106001000G","actionSkillValues","4","1","PRJCTL.LAND.ABNORMAL.DURATION","System.Single","10"
"106001000G","actionSkillValues","5","1","PRJCTL.THROW_COUNT","System.Int32","1"
"106001000G","actionSkillValues","5","1","PRJCTL.LAND.TARGET_COUNT","System.Int32","1"
"106001000G","actionSkillValues","5","1","PRJCTL.LAND.KNOCKBACK.STRENGTH","System.Int32","3"
